YEAR,STATE_NAME,COMMODITY_DESC,STATISTICCAT_DESC,UNIT_DESC,total_cattle_value
1981,WISCONSIN,CATTLE,"CALF CROP",HEAD,50
1981,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,920
1982,ARKANSAS,CATTLE,"PRICE RECEIVED","$ / HEAD",1
1982,CALIFORNIA,CATTLE,SLAUGHTERED,HEAD,231
1982,FLORIDA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",394
1982,HAWAII,CATTLE,"SALES FOR SLAUGHTER",HEAD,12
1982,IDAHO,CATTLE,SLAUGHTERED,HEAD,2
1982,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,529
1982,ILLINOIS,CATTLE,SALES,HEAD,98
1982,INDIANA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",347
1982,IOWA,CATTLE,"CALF CROP",HEAD,403
1982,IOWA,CATTLE,"INVENTORY, AVG",HEAD,361
1982,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,230
1982,KANSAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,334
1982,KANSAS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",304
1982,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,2013
1982,KENTUCKY,CATTLE,"PRICE RECEIVED","$ / HEAD",980
1982,KENTUCKY,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",919
1982,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,2
1982,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,1836
1982,MINNESOTA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",200
1982,MISSISSIPPI,CATTLE,SLAUGHTERED,HEAD,278
1982,MONTANA,CATTLE,"PRICE RECEIVED","$ / HEAD",1
1982,MONTANA,CATTLE,SLAUGHTERED,HEAD,91
1982,NEBRASKA,CATTLE,"CALF CROP",HEAD,104
1982,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,1204
1982,NEBRASKA,CATTLE,PLACEMENTS,HEAD,296
1982,NEVADA,CATTLE,SLAUGHTERED,HEAD,100
1982,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,140
1982,"NEW YORK",CATTLE,"PRICE RECEIVED","$ / HEAD",1
1982,"NEW YORK",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",97
1982,"NORTH CAROLINA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",338
1982,"NORTH DAKOTA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1982,OREGON,CATTLE,SLAUGHTERED,HEAD,8
1982,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,53
1982,TENNESSEE,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",304
1982,TEXAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,354
1982,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,597
1982,UNKNOWN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1982,UNKNOWN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",102
1982,WISCONSIN,CATTLE,"CALF CROP",HEAD,673
1982,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,143
1982,WISCONSIN,CATTLE,SLAUGHTERED,HEAD,1
1983,HAWAII,CATTLE,"PRICE RECEIVED","$ / HEAD",1
1983,HAWAII,CATTLE,"SALES FOR SLAUGHTER",HEAD,38
1983,HAWAII,CATTLE,SLAUGHTERED,HEAD,56
1983,IDAHO,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",955
1983,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,14
1983,ILLINOIS,CATTLE,SALES,HEAD,279
1983,ILLINOIS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",43
1983,IOWA,CATTLE,"CALF CROP",HEAD,416
1983,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,103
1983,KANSAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,287
1983,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,804
1983,LOUISIANA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",479
1983,LOUISIANA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",50
1983,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,201
1983,MICHIGAN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",631
1983,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,29
1983,MINNESOTA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",1
1983,MISSOURI,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1983,NEBRASKA,CATTLE,"CALF CROP",HEAD,555
1983,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,234
1983,NEBRASKA,CATTLE,PLACEMENTS,HEAD,194
1983,"NEW HAMPSHIRE",CATTLE,"CALF CROP",HEAD,33
1983,"NEW JERSEY",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",192
1983,"NEW MEXICO",CATTLE,"PRICE RECEIVED","$ / HEAD",1
1983,"NEW MEXICO",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",974
1983,"NEW YORK",CATTLE,"CALF CROP",HEAD,930
1983,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,30
1983,OREGON,CATTLE,SLAUGHTERED,HEAD,8
1983,PENNSYLVANIA,CATTLE,"CALF CROP",HEAD,820
1983,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,569
1983,"SOUTH DAKOTA",CATTLE,SLAUGHTERED,HEAD,200
1983,TENNESSEE,CATTLE,"CALF CROP",HEAD,1
1983,TENNESSEE,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",307
1983,TEXAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,351
1983,TEXAS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",6
1983,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,549
1983,VERMONT,CATTLE,"CALF CROP",HEAD,185
1983,WASHINGTON,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",10
1983,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",292
1983,WISCONSIN,CATTLE,"CALF CROP",HEAD,69
1983,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,312
1983,WYOMING,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",22
1984,ARIZONA,CATTLE,"SALES FOR SLAUGHTER",HEAD,579
1984,CALIFORNIA,CATTLE,"PRICE RECEIVED","$ / HEAD",1
1984,FLORIDA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",977
1984,FLORIDA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",31
1984,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,5
1984,ILLINOIS,CATTLE,SALES,HEAD,208
1984,ILLINOIS,CATTLE,SLAUGHTERED,HEAD,188
1984,INDIANA,CATTLE,"CALF CROP",HEAD,580
1984,INDIANA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",65
1984,IOWA,CATTLE,"CALF CROP",HEAD,586
1984,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,112
1984,KANSAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,831
1984,KANSAS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1984,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,2513
1984,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,6
1984,MARYLAND,CATTLE,"PRICE RECEIVED","$ / HEAD",930
1984,MICHIGAN,CATTLE,"INVENTORY, AVG",HEAD,394
1984,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,1017
1984,MINNESOTA,CATTLE,SLAUGHTERED,HEAD,4
1984,MISSISSIPPI,CATTLE,SLAUGHTERED,HEAD,279
1984,MISSISSIPPI,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",6
1984,NEBRASKA,CATTLE,"CALF CROP",HEAD,157
1984,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,2156
1984,NEBRASKA,CATTLE,PLACEMENTS,HEAD,42
1984,NEBRASKA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",5
1984,"NEW MEXICO",CATTLE,SLAUGHTERED,HEAD,163
1984,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,147
1984,"NORTH CAROLINA",CATTLE,"CALF CROP",HEAD,470
1984,OHIO,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",372
1984,OKLAHOMA,CATTLE,"CALF CROP",HEAD,2
1984,OREGON,CATTLE,"PRICE RECEIVED","$ / HEAD",910
1984,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,783
1984,TEXAS,CATTLE,"CALF CROP",HEAD,5
1984,TEXAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,85
1984,TEXAS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",113
1984,UTAH,CATTLE,"CALF CROP",HEAD,310
1984,UTAH,CATTLE,"INVENTORY, AVG",HEAD,81
1984,VERMONT,CATTLE,"CALF CROP",HEAD,187
1984,WASHINGTON,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",166
1984,WASHINGTON,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",13
1984,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",921
1984,WISCONSIN,CATTLE,"CALF CROP",HEAD,1050
1984,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,818
1984,WYOMING,CATTLE,SLAUGHTERED,HEAD,12
1985,ALABAMA,CATTLE,"CALF CROP",HEAD,820
1985,ALABAMA,CATTLE,"INVENTORY, AVG",HEAD,50
1985,ALABAMA,CATTLE,SLAUGHTERED,HEAD,269
1985,ARIZONA,CATTLE,"INVENTORY, AVG",HEAD,86
1985,ARIZONA,CATTLE,"SALES FOR SLAUGHTER",HEAD,353
1985,ARIZONA,CATTLE,SLAUGHTERED,HEAD,406
1985,ARKANSAS,CATTLE,SLAUGHTERED,HEAD,75
1985,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,1
1985,ILLINOIS,CATTLE,SALES,HEAD,33
1985,ILLINOIS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1985,INDIANA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",71
1985,IOWA,CATTLE,"CALF CROP",HEAD,244
1985,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,105
1985,KANSAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,390
1985,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,2
1985,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,500
1985,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,89
1985,NEBRASKA,CATTLE,"CALF CROP",HEAD,257
1985,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,2
1985,NEBRASKA,CATTLE,PLACEMENTS,HEAD,65
1985,NEVADA,CATTLE,SLAUGHTERED,HEAD,100
1985,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,177
1985,"NORTH CAROLINA",CATTLE,"INVENTORY, AVG",HEAD,128
1985,OREGON,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1985,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,19
1985,"SOUTH DAKOTA",CATTLE,"CALF CROP",HEAD,1
1985,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,421
1985,UNKNOWN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1985,UNKNOWN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",97
1985,WASHINGTON,CATTLE,SLAUGHTERED,HEAD,936
1985,"WEST VIRGINIA",CATTLE,"CALF CROP",HEAD,230
1985,WISCONSIN,CATTLE,"CALF CROP",HEAD,200
1986,ALABAMA,CATTLE,SLAUGHTERED,HEAD,1
1986,ALABAMA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1986,ARIZONA,CATTLE,"SALES FOR SLAUGHTER",HEAD,209
1986,ARIZONA,CATTLE,SLAUGHTERED,HEAD,411
1986,DELAWARE,CATTLE,"PRICE RECEIVED","$ / HEAD",895
1986,ILLINOIS,CATTLE,SALES,HEAD,262
1986,ILLINOIS,CATTLE,"SALES FOR SLAUGHTER",HEAD,71
1986,ILLINOIS,CATTLE,SLAUGHTERED,HEAD,199
1986,INDIANA,CATTLE,"PRICE RECEIVED","$ / HEAD",855
1986,INDIANA,CATTLE,SLAUGHTERED,HEAD,190
1986,IOWA,CATTLE,"CALF CROP",HEAD,289
1986,IOWA,CATTLE,"INVENTORY, AVG",HEAD,335
1986,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,111
1986,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,517
1986,MARYLAND,CATTLE,"CALF CROP",HEAD,160
1986,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,100
1986,MICHIGAN,CATTLE,"INVENTORY, AVG",HEAD,379
1986,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,44
1986,NEBRASKA,CATTLE,"CALF CROP",HEAD,612
1986,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,2209
1986,NEBRASKA,CATTLE,PLACEMENTS,HEAD,475
1986,NEBRASKA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",252
1986,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,40
1986,"NEW YORK",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1986,"NORTH CAROLINA",CATTLE,"INVENTORY, AVG",HEAD,121
1986,"NORTH DAKOTA",CATTLE,SLAUGHTERED,HEAD,146
1986,"NORTH DAKOTA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",159
1986,OKLAHOMA,CATTLE,SLAUGHTERED,HEAD,618
1986,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,34
1986,PENNSYLVANIA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",170
1986,PENNSYLVANIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",1
1986,"SOUTH CAROLINA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",401
1986,TENNESSEE,CATTLE,SLAUGHTERED,HEAD,276
1986,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,123
1986,VERMONT,CATTLE,"CALF CROP",HEAD,183
1986,VERMONT,CATTLE,"INVENTORY, AVG",HEAD,187
1986,VIRGINIA,CATTLE,"INVENTORY, AVG",HEAD,159
1986,"WEST VIRGINIA",CATTLE,"INVENTORY, AVG",HEAD,31
1986,"WEST VIRGINIA",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",28
1986,WISCONSIN,CATTLE,"CALF CROP",HEAD,61
1986,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,106
1986,WISCONSIN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1986,WYOMING,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1987,CALIFORNIA,CATTLE,"CALF CROP",HEAD,1
1987,CALIFORNIA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",1
1987,CONNECTICUT,CATTLE,"PRICE RECEIVED","$ / HEAD",800
1987,GEORGIA,CATTLE,"CALF CROP",HEAD,730
1987,HAWAII,CATTLE,"SALES FOR SLAUGHTER",HEAD,2
1987,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,81
1987,ILLINOIS,CATTLE,SALES,HEAD,240
1987,ILLINOIS,CATTLE,"SALES FOR SLAUGHTER",HEAD,869
1987,IOWA,CATTLE,"CALF CROP",HEAD,67
1987,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,58
1987,KANSAS,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",58
1987,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,312
1987,KENTUCKY,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",916
1987,KENTUCKY,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",147
1987,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,17
1987,MICHIGAN,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",326
1987,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,110
1987,MINNESOTA,CATTLE,"PRICE RECEIVED","$ / HEAD",835
1987,NEBRASKA,CATTLE,"CALF CROP",HEAD,77
1987,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,2654
1987,NEBRASKA,CATTLE,PLACEMENTS,HEAD,371
1987,NEBRASKA,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",36
1987,NEVADA,CATTLE,SLAUGHTERED,HEAD,100
1987,"NEW JERSEY",CATTLE,SLAUGHTERED,"LB, LIVE BASIS",126
1987,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,88
1987,"NORTH CAROLINA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",950
1987,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,1117
1987,"RHODE ISLAND",CATTLE,"CALF CROP",HEAD,3
1987,"SOUTH DAKOTA",CATTLE,"INVENTORY, AVG",HEAD,148
1987,"SOUTH DAKOTA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",265
1987,TEXAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,4
1987,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,2323
1987,UTAH,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",308
1987,WISCONSIN,CATTLE,"CALF CROP",HEAD,381
1987,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,276
1988,ALABAMA,CATTLE,VALUE,$,9
1988,ARIZONA,CATTLE,"INVENTORY, AVG",HEAD,89
1988,ARKANSAS,CATTLE,"SHIPMENTS IN",HEAD,100
1988,ARKANSAS,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",342
1988,CALIFORNIA,CATTLE,SLAUGHTERED,HEAD,1
1988,DELAWARE,CATTLE,PRODUCTION,LB,7
1988,DELAWARE,CATTLE,SALES,$,3
1988,DELAWARE,CATTLE,"SHIPMENTS IN",HEAD,0
1988,DELAWARE,CATTLE,VALUE,$,1
1988,HAWAII,CATTLE,"INVENTORY, AVG",HEAD,12
1988,HAWAII,CATTLE,"SALES FOR SLAUGHTER",HEAD,2
1988,IDAHO,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1988,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,217
1988,ILLINOIS,CATTLE,SALES,HEAD,238
1988,ILLINOIS,CATTLE,"SALES FOR SLAUGHTER",HEAD,49
1988,INDIANA,CATTLE,SALES,$,364
1988,INDIANA,CATTLE,SALES,HEAD,200
1988,IOWA,CATTLE,"CALF CROP",HEAD,267
1988,IOWA,CATTLE,"LOSS, DEATH",HEAD,65
1988,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,123
1988,KANSAS,CATTLE,"CALF CROP",HEAD,30
1988,KANSAS,CATTLE,"LOSS, DEATH",HEAD,53
1988,KANSAS,CATTLE,PRODUCTION,LB,3
1988,KANSAS,CATTLE,SLAUGHTERED,HEAD,200
1988,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,2
1988,MAINE,CATTLE,"PRICE RECEIVED","$ / HEAD",800
1988,MAINE,CATTLE,PRODUCTION,LB,33
1988,MARYLAND,CATTLE,"CALF CROP",HEAD,155
1988,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,40
1988,MARYLAND,CATTLE,"LOSS, DEATH",HEAD,6
1988,MASSACHUSETTS,CATTLE,"INVENTORY, AVG",HEAD,33
1988,MASSACHUSETTS,CATTLE,SALES,HEAD,10
1988,MICHIGAN,CATTLE,PRODUCTION,LB,434
1988,MICHIGAN,CATTLE,SALES,HEAD,66
1988,MICHIGAN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",24
1988,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,43
1988,MISSISSIPPI,CATTLE,SALES,LB,395
1988,MISSISSIPPI,CATTLE,SLAUGHTERED,HEAD,127
1988,MISSISSIPPI,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",945
1988,MISSOURI,CATTLE,"CALF CROP",HEAD,2
1988,MISSOURI,CATTLE,"GROSS INCOME",$,955
1988,MISSOURI,CATTLE,"PRICE RECEIVED","$ / CWT",68.6
1988,MISSOURI,CATTLE,PRODUCTION,$,907
1988,MONTANA,CATTLE,SALES,HEAD,275
1988,NEBRASKA,CATTLE,"CALF CROP",HEAD,83
1988,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,2704
1988,NEBRASKA,CATTLE,PLACEMENTS,HEAD,36
1988,NEVADA,CATTLE,"LOSS, DEATH",HEAD,24
1988,NEVADA,CATTLE,SALES,HEAD,95
1988,"NEW HAMPSHIRE",CATTLE,PRODUCTION,$,9
1988,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,160
1988,"NEW YORK",CATTLE,SALES,$,180
1988,"NEW YORK",CATTLE,SLAUGHTERED,HEAD,439
1988,"NORTH CAROLINA",CATTLE,PRODUCTION,$,166
1988,"NORTH CAROLINA",CATTLE,SALES,HEAD,188
1988,"NORTH CAROLINA",CATTLE,SALES,LB,234
1988,"NORTH DAKOTA",CATTLE,"LOSS, DEATH",HEAD,18
1988,"NORTH DAKOTA",CATTLE,SLAUGHTERED,HEAD,300
1988,"NORTH DAKOTA",CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1988,OHIO,CATTLE,"GROSS INCOME",$,464
1988,OHIO,CATTLE,PRODUCTION,LB,535
1988,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,336
1988,PENNSYLVANIA,CATTLE,SLAUGHTERED,HEAD,274
1988,"RHODE ISLAND",CATTLE,"PRICE RECEIVED","$ / CWT",57
1988,"RHODE ISLAND",CATTLE,SALES,HEAD,2
1988,"RHODE ISLAND",CATTLE,"SHIPMENTS IN",HEAD,300
1988,"SOUTH CAROLINA",CATTLE,"INVENTORY, AVG",HEAD,3
1988,TENNESSEE,CATTLE,SALES,HEAD,808
1988,TEXAS,CATTLE,"PRICE RECEIVED","$ / HEAD",1
1988,TEXAS,CATTLE,SALES,LB,7
1988,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,2187
1988,UNKNOWN,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",8
1988,UTAH,CATTLE,SALES,HEAD,313
1988,"WEST VIRGINIA",CATTLE,SALES,$,105
1988,WISCONSIN,CATTLE,"CALF CROP",HEAD,912
1988,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,35
1988,WYOMING,CATTLE,"GROSS INCOME",$,549
1988,WYOMING,CATTLE,SLAUGHTERED,"LB, LIVE BASIS",7
1989,ALABAMA,CATTLE,"INVENTORY, AVG",HEAD,43
1989,ALASKA,CATTLE,"LOSS, DEATH",HEAD,500
1989,ALASKA,CATTLE,PRODUCTION,$,1
1989,ALASKA,CATTLE,PRODUCTION,LB,2
1989,ARIZONA,CATTLE,"LOSS, DEATH",HEAD,25
1989,ARKANSAS,CATTLE,SALES,HEAD,725
1989,ARKANSAS,CATTLE,SLAUGHTERED,HEAD,41
1989,COLORADO,CATTLE,"PRICE RECEIVED","$ / CWT",73.2
1989,COLORADO,CATTLE,"PRICE RECEIVED","$ / HEAD",1
1989,COLORADO,CATTLE,VALUE,$,7
1989,DELAWARE,CATTLE,"INVENTORY, AVG",HEAD,9
1989,DELAWARE,CATTLE,SALES,HEAD,2
1989,FLORIDA,CATTLE,"GROSS INCOME",$,362
1989,GEORGIA,CATTLE,"LOSS, DEATH",HEAD,26
1989,GEORGIA,CATTLE,SALES,$,259
1989,HAWAII,CATTLE,PRODUCTION,LB,65
1989,HAWAII,CATTLE,SALES,HEAD,55
1989,IDAHO,CATTLE,"LOSS, DEATH",HEAD,55
1989,ILLINOIS,CATTLE,"INVENTORY, AVG",HEAD,75
1989,ILLINOIS,CATTLE,"PRICE RECEIVED","$ / CWT",71.2
1989,ILLINOIS,CATTLE,SALES,HEAD,50
1989,ILLINOIS,CATTLE,"SALES FOR SLAUGHTER",HEAD,52
1989,INDIANA,CATTLE,SALES,LB,465
1989,IOWA,CATTLE,"CALF CROP",HEAD,97
1989,IOWA,CATTLE,SALES,LB,2
1989,IOWA,CATTLE,"SALES FOR SLAUGHTER",HEAD,611
1989,IOWA,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1989,KANSAS,CATTLE,"CALF CROP",HEAD,478
1989,KANSAS,CATTLE,"SHIPMENTS IN",HEAD,3
1989,KENTUCKY,CATTLE,"INVENTORY, AVG",HEAD,1233
1989,MAINE,CATTLE,PRODUCTION,$,16
1989,MARYLAND,CATTLE,"INVENTORY, AVG",HEAD,5
1989,MARYLAND,CATTLE,"PRICE RECEIVED","$ / HEAD",1
1989,MICHIGAN,CATTLE,"INVENTORY, AVG",HEAD,345
1989,MINNESOTA,CATTLE,"INVENTORY, AVG",HEAD,776
1989,MINNESOTA,CATTLE,SLAUGHTERED,HEAD,8
1989,MISSOURI,CATTLE,"PRICE RECEIVED","$ / CWT",72.8
1989,MISSOURI,CATTLE,PRODUCTION,LB,1
1989,MISSOURI,CATTLE,"SHIPMENTS IN",HEAD,40
1989,NEBRASKA,CATTLE,"CALF CROP",HEAD,168
1989,NEBRASKA,CATTLE,"INVENTORY, AVG",HEAD,604
1989,NEBRASKA,CATTLE,PLACEMENTS,HEAD,164
1989,NEBRASKA,CATTLE,"PRICE RECEIVED","$ / CWT",73.4
1989,"NEW HAMPSHIRE",CATTLE,"PRICE RECEIVED","$ / CWT",57
1989,"NEW YORK",CATTLE,"INVENTORY, AVG",HEAD,52
1989,"NORTH DAKOTA",CATTLE,"PRICE RECEIVED","$ / CWT",71.7
1989,"NORTH DAKOTA",CATTLE,SALES,$,390
1989,OHIO,CATTLE,SALES,HEAD,500
1989,OKLAHOMA,CATTLE,SLAUGHTERED,HEAD,8
1989,OREGON,CATTLE,SALES,HEAD,183
1989,PENNSYLVANIA,CATTLE,"GROSS INCOME",$,427
1989,PENNSYLVANIA,CATTLE,"INVENTORY, AVG",HEAD,52
1989,"SOUTH CAROLINA",CATTLE,"CALF CROP",HEAD,250
1989,"SOUTH CAROLINA",CATTLE,"INVENTORY, AVG",HEAD,1
1989,"SOUTH DAKOTA",CATTLE,SALES,HEAD,1
1989,TENNESSEE,CATTLE,SLAUGHTERED,HEAD,8
1989,TENNESSEE,CATTLE,SLAUGHTERED,"LB / HEAD, LIVE BASIS",1
1989,TEXAS,CATTLE,"SALES FOR SLAUGHTER",HEAD,1084
1989,TEXAS,CATTLE,SLAUGHTERED,HEAD,122
1989,UNKNOWN,CATTLE,SLAUGHTERED,HEAD,351
1989,UTAH,CATTLE,"LOSS, DEATH",HEAD,40
1989,VERMONT,CATTLE,"CALF CROP",HEAD,169
1989,WISCONSIN,CATTLE,"CALF CROP",HEAD,248
1989,WISCONSIN,CATTLE,"INVENTORY, AVG",HEAD,571
1989,WYOMING,CATTLE,PRODUCTION,LB,468
1990,ARIZONA,CATTLE,SALES,LB,688
1990,ARKANSAS,CATTLE,SALES,HEAD,280
1990,COLORADO,CATTLE,"LOSS, DEATH",HEAD,40
1990,COLORADO,CATTLE,PRODUCTION,$,1
1990,FLORIDA,CATTLE,SLAUGHTERED,HEAD,74
1990,GEORGIA,CATTLE,PRODUCTION,LB,350
